2020-07-16 12:29:09.634 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Starting ForgotPasswordRepositoryTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:39.391 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 12:52:39.391 [Test worker] INFO  C.G.Course.CourseController: Fetch user role based on th email Id
2020-07-16 12:52:39.391 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.391 [Test worker] INFO  C.G.Course.CourseController: User is a TA
2020-07-16 12:52:39.391 [Test worker] INFO  C.G.Course.CourseController: Function call to get TA courses
2020-07-16 12:52:39.391 [Test worker] INFO  C.G.Question.Question: Get the courses for a TA using email Id
2020-07-16 12:52:39.392 [Test worker] INFO  C.G.Course.CourseController: Function call to fetch student courses
2020-07-16 12:52:39.392 [Test worker] INFO  C.G.Question.Question: Get the courses enrolled by a student using student's email Id
2020-07-16 12:52:39.396 [Test worker] INFO  C.G.Course.CourseController: Condition check if current user is admin or not
2020-07-16 12:52:39.397 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 12:52:39.397 [Test worker] INFO  C.G.Course.CourseController: Fetch user role based on th email Id
2020-07-16 12:52:39.397 [Test worker] INFO  C.G.Question.Question: Get the role of a user by email Id
2020-07-16 12:52:39.397 [Test worker] INFO  C.G.Course.CourseController: User is an Instructor
2020-07-16 12:52:39.397 [Test worker] INFO  C.G.Question.Question: Function call to get instructors for a course using email Id
2020-07-16 12:52:39.404 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 12:52:39.404 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.404 [Test worker] INFO  C.G.Course.CourseController: Course is deleted successfully
2020-07-16 12:52:39.407 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 12:52:39.407 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.407 [Test worker] INFO  C.G.Course.CourseController: Course is not deleted successfully
2020-07-16 12:52:39.410 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 12:52:39.410 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.410 [Test worker] INFO  C.G.Course.CourseController: Course is deleted successfully
2020-07-16 12:52:39.413 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the deleteCourse repository function to delete the course from the Database
2020-07-16 12:52:39.413 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.413 [Test worker] INFO  C.G.Course.CourseController: Course is not deleted successfully
2020-07-16 12:52:39.436 [Test worker] INFO  C.G.Course.GuestControllerTest: Starting GuestControllerTest on Prabhjots-MacBook-Pro.local with PID 40849 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:39.436 [Test worker] INFO  C.G.Course.GuestControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:52:39.797 [Test worker] INFO  C.G.Course.GuestControllerTest: Started GuestControllerTest in 0.37 seconds (JVM running for 6.075)
2020-07-16 12:52:39.801 [Test worker] INFO  C.G.Q.QuestionManagerRepository: Function call to fetch all course details for a Guest user
2020-07-16 12:52:39.802 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:39.842 [Test worker] INFO  C.G.Course.AdminControllerTest: Starting AdminControllerTest on Prabhjots-MacBook-Pro.local with PID 40849 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:39.842 [Test worker] INFO  C.G.Course.AdminControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:52:40.175 [Test worker] INFO  C.G.Course.AdminControllerTest: Started AdminControllerTest in 0.342 seconds (JVM running for 6.453)
2020-07-16 12:52:40.180 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching course details by using course Id
2020-07-16 12:52:40.180 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 12:52:40.180 [Test worker] INFO  C.G.Q.QuestionAdminController: Assign/Add instructor to a course
2020-07-16 12:52:40.180 [Test worker] INFO  C.G.Question.Question: Function call to add an instructor for a course using course Id and email Id
2020-07-16 12:52:40.180 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetch instructor for a course
2020-07-16 12:52:40.181 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 12:52:40.185 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching course details by using course Id
2020-07-16 12:52:40.185 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 12:52:40.185 [Test worker] INFO  C.G.Q.QuestionAdminController: Assign/Add instructor to a course
2020-07-16 12:52:40.185 [Test worker] INFO  C.G.Question.Question: Function call to add an instructor for a course using course Id and email Id
2020-07-16 12:52:40.186 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetch instructor for a course
2020-07-16 12:52:40.186 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 12:52:40.190 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching course details using courseId from the Database
2020-07-16 12:52:40.191 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get courses details by Id
2020-07-16 12:52:40.191 [Test worker] INFO  C.G.Question.Question: The function call return the users that are not enrolled as an instructor for a course
2020-07-16 12:52:40.191 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching instructors list for a course using courseId
2020-07-16 12:52:40.191 [Test worker] INFO  C.G.Question.Question: Function call to get instructor for a course using course Id
2020-07-16 12:52:40.210 [Test worker] INFO  C.G.Q.QuestionAdminController: Fetching all course details from the Database
2020-07-16 12:52:40.210 [Test worker] INFO  C.GroupFormationTool.Course.Course: Calling the courseRepository function to get all courses
2020-07-16 12:52:40.229 [Test worker] INFO  C.G.Security.LoginControllerTest: Starting LoginControllerTest on Prabhjots-MacBook-Pro.local with PID 40849 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:40.230 [Test worker] INFO  C.G.Security.LoginControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:52:40.557 [Test worker] INFO  C.G.Security.LoginControllerTest: Started LoginControllerTest in 0.337 seconds (JVM running for 6.835)
2020-07-16 12:52:40.600 [Test worker] INFO  C.G.S.UserRegistrationControllerTest: Starting UserRegistrationControllerTest on Prabhjots-MacBook-Pro.local with PID 40849 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:52:40.600 [Test worker] INFO  C.G.S.UserRegistrationControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:52:40.928 [Test worker] INFO  C.G.S.UserRegistrationControllerTest: Started UserRegistrationControllerTest in 0.34 seconds (JVM running for 7.206)
2020-07-16 12:52:40.934 [Test worker] INFO  C.G.S.UserRegistrationController: Fetching the password policies of the system
2020-07-16 12:52:40.934 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to fetch all the password security policies from database
2020-07-16 12:52:40.957 [Test worker] INFO  C.G.Mail.MailManager: smtp connection for mail has been setup
2020-07-16 12:52:40.957 [Test worker] INFO  C.G.Mail.MailManager: smtp connection for mail has been setup
2020-07-16 12:52:40.957 [Test worker] INFO  C.G.Mail.MailManager: smtp connection for mail has been setup
2020-07-16 12:52:40.984 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 12:52:40.985 [Test worker] INFO  C.GroupFormationTool.User.User: Checking if current user is admin
2020-07-16 12:52:40.987 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 12:52:40.987 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 12:52:40.987 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:40.987 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:40.988 [Test worker] INFO  C.GroupFormationTool.User.User: Calling the user repository function to save the new user to Database
2020-07-16 12:52:40.988 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 12:52:40.988 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 12:52:40.988 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:40.988 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:40.988 [Test worker] ERROR C.G.Password.Policy: Minimum password length security policy is violated
2020-07-16 12:52:40.988 [Test worker] WARN  C.GroupFormationTool.User.User: User cannot be created due to violation of password security policy
2020-07-16 12:52:40.989 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 12:52:40.989 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 12:52:40.989 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:40.989 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:40.989 [Test worker] WARN  C.GroupFormationTool.User.User: User cannot be created due to mismatch of confirm password field
2020-07-16 12:52:40.989 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 12:52:40.989 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 12:52:40.989 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:40.989 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:40.990 [Test worker] WARN  C.GroupFormationTool.User.User: User cannot be created as the user with same details already exists
2020-07-16 12:52:40.990 [Test worker] INFO  C.GroupFormationTool.User.User: Creating the user and saving it to the database
2020-07-16 12:52:40.990 [Test worker] INFO  C.GroupFormationTool.User.User: Checking for invalid user data
2020-07-16 12:52:40.990 [Test worker] WARN  C.GroupFormationTool.User.User: User cannot be created due to some invalid details
2020-07-16 12:52:40.990 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:52:40.990 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:52:40.991 [Test worker] INFO  C.GroupFormationTool.User.User: Calling the user repository function to save the new user to Database
2020-07-16 12:52:41.033 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
2020-07-16 12:52:41.033 [Test worker] INFO  C.G.Question.Question: Calling the getQuestionListForInstructor repository function to fetch the question bank from the Database
